what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483427991936
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483427992220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483427994819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428000352
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1483428000366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428005467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428008241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428029233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428036073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428038073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428039236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428045513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428052382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428052437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428087652
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428097147
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428100975
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428103860
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428119236
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428128019
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428129247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1483428136748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428152094
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428165419
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428168145
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428171755
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428188284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428248869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483428261221
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1483428262766
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428265271
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428272447
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428272780
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428272875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483428282085
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483428288540
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428292365
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428292366
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428294341
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428295723
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428295795
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428300721
closed,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428300721
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428303636
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1483428304383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428308426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428310161
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1483428310992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428315126
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428336378
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428344331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428345412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428354936
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1483428380324
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1483428411241
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1483428416343
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1483428422794
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428424182
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1483428424246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428429149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428438670
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483428481244
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483431092102
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1483431095497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483431099289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483431100302
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1483431102731
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.600.v201008171516,"org.eclipse.jst.ws.axis.creation.ui",1483431107865
